translations,modern_translation
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：则 疾 视 其 长 上 之 死 而 不 救 ，
    
    参考翻译结果：
    ","那 么 他 总 是 看 往 长 官 们 着 死 而 不 拯 救 的 ， 是 因 为 他 们 是 个 偷 父 ，
    
    另外 的 翻译结果：
    那 么 他 总 是"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：则 疾 视 其 长 上 之 死 而 不 救 ， 如 之 何 则 可 也 ？
    
    参考翻译结果：
    ","那 么 他 总 是 看 往 长 官 们 着 死 而 不 拯 救 的 ， 这 是 为 什 么 呢 ？
    
    参考翻译结果参考答案"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：如 之 何 则 可 也 ？
    
    参考翻译结果：
    ","是 否 可 以 这 样 做 ？
    是 否 可 以 这 样 做 呢 ？
    是 否 可 以 这 样 做 呢 ？
    
    参考翻译结果中 的 语法 结构 是 正 确 的 ，
    但 翻 译 结果 语"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：孟 子 对 曰 ：
    
    参考翻译结果：
    ","孟 子 回 答 说 ：
    孟 子 说 ： 是 孟 子 啊 ，
    
    参考翻译结果说 ：
    孟 子 回 答 道 ： 是 孟 子 啊 ，
    
    参考翻译结果参考答案"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：孟 子 对 曰 ： 凶 年 饥 岁 ，
    
    参考翻译结果：
    ","孟 子 回 答 道 ： 灾 荒 年 岁 ，
    
    参考翻译结果 2 ： 孟 子 回 答 道 ： 灾 荒 年 亦 饥 岁 ，
    
    参�����"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：孟 子 对 曰 ： 凶 年 饥 岁 ， 君 之 民 老 弱 转 乎 沟 壑 ，
    
    参考翻译结果：
    ",孟 子 回 答 说 ： 灾 荒 年 岁 ， 天 下 的 百 姓 老 弱 弃 了 山 河 ， 沿 河 岸 边
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：凶 年 饥 岁 ，
    
    参考翻译结果：
    ","灾 荒 年 岁 ，
    经 历 灾 荒 年 岁 的 人 ，
    经 历 灾 荒 年 岁 的 人 ，
    经 历 灾 荒 年 岁 的 人 ，
    经 历 灾 荒 年 �"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：凶 年 饥 岁 ， 君 之 民 老 弱 转 乎 沟 壑 ，
    
    参考翻译结果：
    ",年 陥 严 年 岁 ， 君 主 的 百 姓 肥 弱 而 转 身 于 山 沟 ， 这 是 为 了 几 百 吨 的 土 土 质 矿 的
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：凶 年 饥 岁 ， 君 之 民 老 弱 转 乎 沟 壑 ， 壮 者 散 而 之 四 方 者 ，
    
    参考翻译结果：
    ",年 陥 严 的 年 仅 饥 饿 之 焉 ， 君 主 的 百 姓 老 弱 归 于 宽 恶
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：君 之 民 老 弱 转 乎 沟 壑 ，
    
    参考翻译结果：
    ","你 的 人 民 老 弱 往 着 沟 壑 边 境 ， 你 怎 么 能 救 他 呢 ？
    
    参考翻译结果中的语法错误：
    参考翻译结果语法结构不"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：君 之 民 老 弱 转 乎 沟 壑 ， 壮 者 散 而 之 四 方 者 ，
    
    参考翻译结果：
    ","你 的 人 民 老 弱 往 动 沟 壑 ， 年 轻 勇 者 散 开 在 四 方 ， ，
    
    参考翻译结果中的错�����"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：君 之 民 老 弱 转 乎 沟 壑 ， 壮 者 散 而 之 四 方 者 ， 几 千 人 矣 ；
    
    参考翻译结果：
    ",你 的 人 民 老 弱 很 倒 行 来 穿 歓 迎 于 山 沟 ， 年 轻 勇 者 散 开 在
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：壮 者 散 而 之 四 方 者 ，
    
    参考翻译结果：
    ","年 轻 壮 者 随 养 宋 君 四 方 遗 税 ，
    
    参考翻译结果2 为 ：
    年 轻 壮 者 随 养 宋 国 四 方 而 遗 税 ，
    
    参�"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：壮 者 散 而 之 四 方 者 ， 几 千 人 矣 ；
    
    参考翻译结果：
    ","年 轻 的 人 在 四 方 征 税 时 散 发 ， 有 吧 大 数 为 四 千 人 。
    
    参考翻译结果中的语法错误是：
    
    现代汉语翻译结果"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：几 千 人 矣 ；
    
    参考翻译结果：
    ","可 是 有 几 千 人 吧 ；
    参 送 着 几 千 人 吧 ；
    
    参考翻译结果中的方案为：
    可 以 让 几 千 人 来 吧 ；
    
    参考翻译结果中的方案2为："
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：而 君 之 仓 廪 实 ，
    
    参考翻译结果：
    ",而 君 主 的 倉 庫 和 宠 宠 宠 �
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：而 君 之 仓 廪 实 ， 府 库 充 ，
    
    参考翻译结果：
    ","而 你 的 仓 室 里 的 充 衣 找 假 ， 货 库 里 装 满 东 西 ， 这 就 是 杀 猎 的 货 袋 。
    
    参考翻译结果参�����"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：而 君 之 仓 廪 实 ， 府 库 充 ， 有 司 莫 以 告 ，
    
    参考翻译结果：
    ","但 是 君 主 的 仓 廪 总 是 很 优 秀 ， 货 库 里 装 满 ， 官 吏 却 从 来 不 告 诉 君 王 ，
    
    参考"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：府 库 充 ，
    
    参考翻译结果：
    ",乘 车 固 有 充 足 的 物 俗 ， 乘 车 充 满 车 厢 的 车 厢 充 满 的 车 厢 ， 乘 车 充 满 车 厢 的 车 厢 充
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：府 库 充 ， 有 司 莫 以 告 ，
    
    参考翻译结果：
    ",国 库 里 装 满 ， 官 吏 却 从 来 不 告 诉 ， 这 是 为 了 损 害 国 家 利 益 而 执 行 的 ， 这 就 是 杀 穆 宋 之 爱 民 的 政 �
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：府 库 充 ， 有 司 莫 以 告 ， 是 上 慢 而 残 下 也 。
    
    参考翻译结果：
    ",公 库 里 里 各 种 东 西 充 满 了 ， 官 吏 却 从 来 不 搭 倒 告 子 ， 这 就 是 上 面 慢 慢 地 落 下 一
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：有 司 莫 以 告 ，
    
    参考翻译结果：
    ","有 关 官 员 却 不 报 告 ， 有 司 们 都 不 报 告 ， 有 司 们 都 不 报 告 ， 有 关 事 物 都 不 报 告 ，
    
    另外 的 翻译结果：
    有 关 官 员 却 不 报"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：有 司 莫 以 告 ， 是 上 慢 而 残 下 也 。
    
    参考翻译结果：
    ","有 关 官 员 却 不 搭  Put 谈 ， 这 是 上 级 阶 级 的 慢 慢 而 残 退 。
    
    参考翻译结果 2 :
    有 关 官 员 却"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：是 上 慢 而 残 下 也 。
    
    参考翻译结果：
    ","是 上 次 慢 了 下 而 残 佚 了 。
    
    参考翻译结果中的语法结构 是 正 确 的 ， 但 现 代 汉 语 翻 译 结 果 为 ：
    现 代 汉 语 �"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：曾 子 曰 ：
    
    参考翻译结果：
    ","曾 子 说 ：
    文 王 说 ：
    文 王 说 ：
    曾 子 说 ：
    曾 子 说 ：
    曾 子 说 ：
    曾 子 说 ：
    曾 子 说 ：
    曾 子 说 ：
    曾 子 说 ：
    曾 子 说 ：
    ��"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：曾 子 曰 ： 戒 之 戒 之 ！
    
    参考翻译结果：
    ",曾 子 说 ： 小 心 啊 ， 小 心 啊 ！
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：戒 之 戒 之 ！
    
    参考翻译结果：
    ","参考翻译结果a: 又 要 阻 挡 又 要 阻 挡 呢 ？ 
    参考翻译结果b: 戒 备 备 备 吧 ！
    参考翻译结果c: 又 要 戒 又"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：出 乎 尔 者 ，
    
    参考翻译结果：
    ","是 出 于 自 己 的 本 能 ，
    是 出 自 自 己 的 本 能 ，
    是 出 自 本 能 的 ，
    是 出 自 自 己 的 本 能 ，
    是 出 自 自 己 的 本 性 ，
    是 出 自 自 己 的 本 性 ，"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：出 乎 尔 者 ， 反 乎 尔 者 也 。
    
    参考翻译结果：
    ","您 怎 样 对 待 别 人 ， 别 人 怎 样 对 待 您 。
    
    参考翻译结果中的语法错误是：
    参考翻译结果中的结论是 正 确 的 ，
    参"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：反 乎 尔 者 也 。
    
    参考翻译结果：
    ","是 你 所 谓 的 反 躬 。
    
    参考翻译结果语法结构通顺正确，翻译结果语法结构正确，但翻译结果语法结构通顺流畅，语法结构通顺流畅，参�����"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：夫 民 今 而 后 得 反 之 也 。
    
    参考翻译结果：
    ","现 在 的 百 姓 才 能 得 到 他 们 前 方 的 反 � magic.
    
    参考翻译结果中的语法错误：
    现 在 的 百 姓 才 能 得 到 他 们 前 面 的 反 � 魔 法 。
    
    参�����"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：君 无 尤 焉 。
    
    参考翻译结果：
    ","你 的 国 君 不 会 有 很 多 ， 只 有 一 个 。
    
    参考翻译结果语法结构 与 原 文 语法结构 不 同 ，
    参考翻译结果语法结构 正 确 ，
    参考翻译结果结果 语法 结构 结果"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：君 行 仁 政 ，
    
    参考翻译结果：
    ","您 能 行 使 仁 政 施 行 的 ， 我 也 会 行 为 相 一 样 的 。
    
    参考翻译结果中的语法错误：
    您 能 行 使 仁 政 施 行 的 ， 我 也 会 行 为 相 同 的 。
    
    参�����"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：君 行 仁 政 ， 斯 民 亲 其 上 ，
    
    参考翻译结果：
    ","您 施 行 仁 政 ， 老 百 姓 都 亲 近 您 ， 那 么 您 执 行 法 律 ，
    
    参考翻译结果中的错误翻译结果为 ：
    您 施 行 仁 政"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：君 行 仁 政 ， 斯 民 亲 其 上 ， 死 其 长 矣 。
    
    参考翻译结果：
    ","你 的 国 家 如 果 施 行 仁 政 ， 老 百 姓 就 会 亲 近 你 的 政 事 ， 那 他 的 长 子 要 死 了 。
    
    参考翻译结果中的语法错误部分"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：斯 民 亲 其 上 ，
    
    参考翻译结果：
    ","这 个 人 民 亲 近 他 们 的 人 ， 他 们 会 跟 他 们 相 互 亲 近 。 
    
    参考翻译结果参考答案：
    这 个 人 民 亲 近 于 别 人 的 人 ， 别 人 也"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：斯 民 亲 其 上 ， 死 其 长 矣 。
    
    参考翻译结果：
    ","现 在 的 百 姓 都 亲 近 他 ， 老 百 姓 会 死 他 ， 老 勋 勋 功 劳 的 长 官 也 会 被 害 。
    
    参考翻译结果中的语法错误是：
    现 在"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：死 其 长 矣 。
    
    参考翻译结果：
    ","一 直 到 现 在 都 没 有 长 官 ， 这 就 会 使 他 死 了 。
    
    参考翻译结果参考答案：
    如 果 不 有 长 官 ， 那 么 他 就 会 死 了 。
    
    参考翻译结果参�������"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：孟 子 曰 ：
    
    参考翻译结果：
    ","孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ：
    孟 子 说 ："
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：孟 子 曰 ： 易 其 田 畴 ，
    
    参考翻译结果：
    ","孟 子 说 ： 就 可 以 改 变 田 土 ， 但 是 不 能 改 变 人 的 心 态 。
    
    参考翻译结果中的疑难句：就 可 以 改 变 田 土 ， 但 不 能 改 变"
"请将以下文言文句子翻译为现代汉语，并确保翻译结果通顺流畅，语法正确：

    文言文句子：孟 子 曰 ： 易 其 田 畴 ， 薄 其 税 敛 ，
    
    参考翻译结果：
    ","孟 子 说 ： 改 变 田 土 ， 减 少 税 收 ， 这 样 就 可 以 使 人 变 化 。
    	  孟 子 说 ： 改 变 田 土 ， 减 少 税"
