content,translation
渴 者 甘 饮 ， 是 未 得 饮 食 之 正 也 ， 饥 渴 害 之 也 。,干 渴 的 人 甘 愿 饮 水 ， 这 就 是 没 有 得 到 正 确 的 饮 食 方 法 ， 是 人 体 本 能 所 害 的 。
是 未 得 饮 食 之 正 也 ，,这 就 是 没 有 得 到 正 确 的 饮 食 方 法 ，
是 未 得 饮 食 之 正 也 ， 饥 渴 害 之 也 。,这 就 是 没 有 得 到 正 确 的 饮 食 方 法 ， 是 人 体 本 能 所 害 的 。
饥 渴 害 之 也 。,是 人 体 本 能 所 害 的 。
岂 惟 口 腹 有 饥 渴 之 害 ？,难 道 只 有 口 腹 才 受 饥 渴 所 害 吗 ？
人 心 亦 皆 有 害 。,人 的 心 理 亦 会 受 饥 饿 所 害 。
人 能 无 以 饥 渴 之 害 为 心 害 ，,人 如 果 不 要 以 口 腹 受 饥 饿 所 害 而 使 心 理 受 所 害 ，
人 能 无 以 饥 渴 之 害 为 心 害 ， 则 不 及 人 不 为 忧 矣 。,人 如 果 不 要 以 口 腹 受 饥 饿 所 害 而 使 心 理 受 所 害 ， 那 么 就 不 用 担 心 自 己 比 不 上 别 人 了 。
则 不 及 人 不 为 忧 矣 。,那 么 就 不 用 担 心 自 己 比 不 上 别 人 了 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 柳 下 惠 不 以 三 公 易 其 介 。,孟 子 说 ： 柳 下 惠 不 会 因 为 自 己 是 三 公 的 地 位 而 改 变 本 能 。
柳 下 惠 不 以 三 公 易 其 介 。,柳 下 惠 不 会 因 为 自 己 是 三 公 的 地 位 而 改 变 本 能 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 有 为 者 辟 若 掘 井 ，,孟 子 说 ： 有 所 作 为 就 比 如 是 挖 井 一 样 ，
孟 子 曰 ： 有 为 者 辟 若 掘 井 ， 掘 井 九 轫 而 不 及 泉 ，,孟 子 说 ： 有 所 作 为 就 比 如 是 挖 井 一 样 ， 挖 井 九 仞 还 没 有 得 到 泉 水 ，
有 为 者 辟 若 掘 井 ，,有 所 作 为 就 比 如 是 挖 井 一 样 ，
有 为 者 辟 若 掘 井 ， 掘 井 九 轫 而 不 及 泉 ，,有 所 作 为 就 比 如 是 挖 井 一 样 ， 挖 井 九 仞 还 没 有 得 到 泉 水 ，
有 为 者 辟 若 掘 井 ， 掘 井 九 轫 而 不 及 泉 ， 犹 为 弃 井 也 。,有 所 作 为 就 比 如 是 挖 井 一 样 ， 挖 井 九 仞 还 没 有 得 到 泉 水 ， 就 把 它 当 作 废 井 了 吗 ？
掘 井 九 轫 而 不 及 泉 ，,挖 井 九 仞 还 没 有 得 到 泉 水 ，
掘 井 九 轫 而 不 及 泉 ， 犹 为 弃 井 也 。,挖 井 九 仞 还 没 有 得 到 泉 水 ， 就 把 它 当 作 废 井 了 吗 ？
犹 为 弃 井 也 。,就 把 它 当 作 废 井 了 吗 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 尧 舜 ，,孟 子 说 ： 尧 舜 之 爱 民 ，
孟 子 曰 ： 尧 舜 ， 性 之 也 ；,孟 子 说 ： 尧 舜 之 爱 民 ， 是 出 于 本 性 ；
尧 舜 ，,尧 舜 之 爱 民 ，
尧 舜 ， 性 之 也 ；,尧 舜 之 爱 民 ， 是 出 于 本 性 ；
性 之 也 ；,是 出 于 本 性 ；
汤 武 ，,汤 武 之 爱 民 ，
汤 武 ， 身 之 也 ；,汤 武 之 爱 民 ， 是 身 体 力 行 ；
身 之 也 ；,是 身 体 力 行 ；
五 霸 ，,五 霸 之 爱 民 ，
五 霸 ， 假 之 也 。,五 霸 之 爱 民 ， 是 假 借 爱 民 之 名 。
假 之 也 。,是 假 借 爱 民 之 名 。
久 假 而 不 归 ，,长 久 地 假 借 而 不 归 还 ，
久 假 而 不 归 ， 恶 知 其 非 有 也 。,长 久 地 假 借 而 不 归 还 ， 怎 么 知 道 他 们 不 会 有 爱 民 的 行 为 呢 ？
恶 知 其 非 有 也 。,怎 么 知 道 他 们 不 会 有 爱 民 的 行 为 呢 ？
公 孙 丑 曰 ：,公 孙 丑 说 ：
公 孙 丑 曰 ： 伊 尹 曰 ：,公 孙 丑 说 ： 伊 尹 曾 经 说 ：
公 孙 丑 曰 ： 伊 尹 曰 ： 予 不 狎 于 不 顺 。,公 孙 丑 说 ： 伊 尹 曾 经 说 ： 我 不 亲 近 不 顺 理 的 人 。
伊 尹 曰 ：,伊 尹 曾 经 说 ：
伊 尹 曰 ： 予 不 狎 于 不 顺 。,伊 尹 曾 经 说 ： 我 不 亲 近 不 顺 理 的 人 。
予 不 狎 于 不 顺 。,我 不 亲 近 不 顺 理 的 人 。
放 太 甲 于 桐 ，,于 是 将 太 甲 放 逐 在 桐 邑 ，
放 太 甲 于 桐 ， 民 大 悦 。,于 是 将 太 甲 放 逐 在 桐 邑 ， 百 姓 很 高 兴 。
民 大 悦 。,百 姓 很 高 兴 。
太 甲 贤 。,太 甲 变 得 贤 能 了 ，
又 反 之 ，,又 让 他 返 回 来 执 政 ，
又 反 之 ， 民 大 悦 。,又 让 他 返 回 来 执 政 ， 百 姓 也 很 高 兴 。
民 大 悦 。,百 姓 也 很 高 兴 。
贤 者 之 为 人 臣 也 ，,贤 人 做 别 人 的 臣 子 ，
贤 者 之 为 人 臣 也 ， 其 君 不 贤 ，,贤 人 做 别 人 的 臣 子 ， 他 的 国 君 不 贤 明 ，
贤 者 之 为 人 臣 也 ， 其 君 不 贤 ， 则 固 可 放 与 ？,贤 人 做 别 人 的 臣 子 ， 他 的 国 君 不 贤 明 ， 就 可 以 把 他 放 逐 吗 ？
其 君 不 贤 ，,他 的 国 君 不 贤 明 ，
其 君 不 贤 ， 则 固 可 放 与 ？,他 的 国 君 不 贤 明 ， 就 可 以 把 他 放 逐 吗 ？
则 固 可 放 与 ？,就 可 以 把 他 放 逐 吗 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 有 伊 尹 之 志 ，,孟 子 说 ： 有 伊 尹 这 样 大 公 无 私 的 心 志 ，
孟 子 曰 ： 有 伊 尹 之 志 ， 则 可 ；,孟 子 说 ： 有 伊 尹 这 样 大 公 无 私 的 心 志 ， 就 可 以 这 样 做 。
有 伊 尹 之 志 ，,有 伊 尹 这 样 大 公 无 私 的 心 志 ，
有 伊 尹 之 志 ， 则 可 ；,有 伊 尹 这 样 大 公 无 私 的 心 志 ， 就 可 以 这 样 做 。
则 可 ；,就 可 以 这 样 做 。
无 伊 尹 之 志 ，,没 有 伊 尹 这 样 大 公 无 私 的 心 志 ，
无 伊 尹 之 志 ， 则 篡 也 。,没 有 伊 尹 这 样 大 公 无 私 的 心 志 ， 那 就 叫 篡 权 了 。
则 篡 也 。,那 就 叫 篡 权 了 。
公 孙 丑 曰 ：,公 孙 丑 说 ：
公 孙 丑 曰 ： 诗 曰 不 素 餐 兮 ，,公 孙 丑 说 ： 《 诗 经 》 上 说 ： 不 能 白 吃 饭 啊 。
公 孙 丑 曰 ： 诗 曰 不 素 餐 兮 ， 君 子 之 不 耕 而 食 ，,公 孙 丑 说 ： 《 诗 经 》 上 说 ： 不 能 白 吃 饭 啊 。 现 在 的 君 子 却 不 耕 种 而 有 饮 食 ，
诗 曰 不 素 餐 兮 ，,《 诗 经 》 上 说 ： 不 能 白 吃 饭 啊 。
诗 曰 不 素 餐 兮 ， 君 子 之 不 耕 而 食 ，,《 诗 经 》 上 说 ： 不 能 白 吃 饭 啊 。 现 在 的 君 子 却 不 耕 种 而 有 饮 食 ，
诗 曰 不 素 餐 兮 ， 君 子 之 不 耕 而 食 ， 何 也 ？,《 诗 经 》 上 说 ： 不 能 白 吃 饭 啊 。 现 在 的 君 子 却 不 耕 种 而 有 饮 食 ， 这 是 为 什 么 呢 ？
君 子 之 不 耕 而 食 ，,现 在 的 君 子 却 不 耕 种 而 有 饮 食 ，
君 子 之 不 耕 而 食 ， 何 也 ？,现 在 的 君 子 却 不 耕 种 而 有 饮 食 ， 这 是 为 什 么 呢 ？
何 也 ？,这 是 为 什 么 呢 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 君 子 居 是 国 也 ，,孟 子 说 ： 君 子 居 住 在 这 个 国 家 ，
孟 子 曰 ： 君 子 居 是 国 也 ， 其 君 用 之 ，,孟 子 说 ： 君 子 居 住 在 这 个 国 家 ， 这 个 国 家 的 君 主 任 用 他 ，
君 子 居 是 国 也 ，,君 子 居 住 在 这 个 国 家 ，
君 子 居 是 国 也 ， 其 君 用 之 ，,君 子 居 住 在 这 个 国 家 ， 这 个 国 家 的 君 主 任 用 他 ，
君 子 居 是 国 也 ， 其 君 用 之 ， 则 安 富 尊 荣 ；,君 子 居 住 在 这 个 国 家 ， 这 个 国 家 的 君 主 任 用 他 ， 那 么 国 家 就 安 定 富 裕 、 尊 贵 显 荣 ；
其 君 用 之 ，,这 个 国 家 的 君 主 任 用 他 ，
其 君 用 之 ， 则 安 富 尊 荣 ；,这 个 国 家 的 君 主 任 用 他 ， 那 么 国 家 就 安 定 富 裕 、 尊 贵 显 荣 ；
则 安 富 尊 荣 ；,那 么 国 家 就 安 定 富 裕 、 尊 贵 显 荣 ；
其 子 弟 从 之 ，,国 家 的 少 年 弟 子 跟 从 他 学 ，
其 子 弟 从 之 ， 则 孝 弟 忠 信 。,国 家 的 少 年 弟 子 跟 从 他 学 ， 忠 实 、 诚 信 。
则 孝 弟 忠 信 。,忠 实 、 诚 信 。
不 素 餐 兮 ，,比 起 白 吃 饭 啊 ，
不 素 餐 兮 ， 孰 大 于 是 ？,比 起 白 吃 饭 啊 ， 哪 种 作 用 更 大 ？
孰 大 于 是 ？,哪 种 作 用 更 大 ？
滕 文 公 问 曰 ：,滕 文 公 问 道 ：
滕 文 公 问 曰 ： 小 国 也 ，,滕 文 公 问 道 ： 腾 国 是 一 个 小 国 ，
滕 文 公 问 曰 ： 小 国 也 ， 间 于 齐 楚 。,滕 文 公 问 道 ： 腾 国 是 一 个 小 国 ， 处 在 齐 国 和 楚 国 两 个 大 国 之 司 。
小 国 也 ，,腾 国 是 一 个 小 国 ，
小 国 也 ， 间 于 齐 楚 。,腾 国 是 一 个 小 国 ， 处 在 齐 国 和 楚 国 两 个 大 国 之 司 。
间 于 齐 楚 。,处 在 齐 国 和 楚 国 两 个 大 国 之 司 。
事 齐 乎 ？,是 归 服 齐 国 好 呢 ，
事 楚 乎 ？,还 是 归 服 楚 国 好 呢 ？
孟 子 对 曰 ：,孟 子 回 答 说 ：
孟 子 对 曰 ： 是 谋 非 吾 所 能 及 也 。,孟 子 回 答 说 ： 到 底 归 服 哪 个 国 家 好 我 也 说 不 清 。
是 谋 非 吾 所 能 及 也 。,到 底 归 服 哪 个 国 家 好 我 也 说 不 清 。
无 已 ，,如 果 您 一 定 要 我 谈 谈 看 法 ，
无 已 ， 则 有 一 焉 ：,如 果 您 一 定 要 我 谈 谈 看 法 ， 那 倒 是 只 有 另 一 个 办 法 ：
无 已 ， 则 有 一 焉 ： 凿 斯 池 也 ，,如 果 您 一 定 要 我 谈 谈 看 法 ， 那 倒 是 只 有 另 一 个 办 法 ： 把 护 城 河 挖 深 ，
则 有 一 焉 ：,那 倒 是 只 有 另 一 个 办 法 ：
则 有 一 焉 ： 凿 斯 池 也 ，,那 倒 是 只 有 另 一 个 办 法 ： 把 护 城 河 挖 深 ，
则 有 一 焉 ： 凿 斯 池 也 ， 筑 斯 城 也 ，,那 倒 是 只 有 另 一 个 办 法 ： 把 护 城 河 挖 深 ， 把 城 墙 筑 坚 固 ，
凿 斯 池 也 ，,把 护 城 河 挖 深 ，
凿 斯 池 也 ， 筑 斯 城 也 ，,把 护 城 河 挖 深 ， 把 城 墙 筑 坚 固 ，
凿 斯 池 也 ， 筑 斯 城 也 ， 与 民 守 之 ，,把 护 城 河 挖 深 ， 把 城 墙 筑 坚 固 ， 与 老 百 姓 一 起 坚 守 它 ，
筑 斯 城 也 ，,把 城 墙 筑 坚 固 ，
筑 斯 城 也 ， 与 民 守 之 ，,把 城 墙 筑 坚 固 ， 与 老 百 姓 一 起 坚 守 它 ，
筑 斯 城 也 ， 与 民 守 之 ， 效 死 而 民 弗 去 ，,把 城 墙 筑 坚 固 ， 与 老 百 姓 一 起 坚 守 它 ， 宁 可 献 出 生 命 老 百 姓 也 不 退 去 ，
与 民 守 之 ，,与 老 百 姓 一 起 坚 守 它 ，
与 民 守 之 ， 效 死 而 民 弗 去 ，,与 老 百 姓 一 起 坚 守 它 ， 宁 可 献 出 生 命 老 百 姓 也 不 退 去 ，
与 民 守 之 ， 效 死 而 民 弗 去 ， 则 是 可 为 也 。,与 老 百 姓 一 起 坚 守 它 ， 宁 可 献 出 生 命 老 百 姓 也 不 退 去 ， 那 就 可 以 有 所 作 为 了 。
效 死 而 民 弗 去 ，,宁 可 献 出 生 命 老 百 姓 也 不 退 去 ，
效 死 而 民 弗 去 ， 则 是 可 为 也 。,宁 可 献 出 生 命 老 百 姓 也 不 退 去 ， 那 就 可 以 有 所 作 为 了 。
则 是 可 为 也 。,那 就 可 以 有 所 作 为 了 。
王 子 垫 问 曰 ：,王 子 垫 问 ：
王 子 垫 问 曰 ： 士 何 事 ？,王 子 垫 问 ： 读 书 人 做 什 么 事 呢 ？
士 何 事 ？,读 书 人 做 什 么 事 呢 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 尚 志 。,孟 子 说 ： 崇 尚 志 向 。
尚 志 。,崇 尚 志 向 。
曰 ：,王 子 垫 又 问 ：
曰 ： 何 谓 尚 志 ？,王 子 垫 又 问 ： 怎 么 崇 尚 志 向 呢 ？
何 谓 尚 志 ？,怎 么 崇 尚 志 向 呢 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 仲 子 ，,孟 子 说 ： 陈 仲 子 ，
孟 子 曰 ： 仲 子 ， 不 义 与 之 齐 国 而 弗 受 ，,孟 子 说 ： 陈 仲 子 ， 如 果 不 仁 义 而 把 整 个 齐 国 都 给 他 ，
仲 子 ，,陈 仲 子 ，
仲 子 ， 不 义 与 之 齐 国 而 弗 受 ，,陈 仲 子 ， 如 果 不 仁 义 而 把 整 个 齐 国 都 给 他 ，
仲 子 ， 不 义 与 之 齐 国 而 弗 受 ， 人 皆 信 之 ，,陈 仲 子 ， 如 果 不 仁 义 而 把 整 个 齐 国 都 给 他 ， 人 们 都 相 信 他 ，
不 义 与 之 齐 国 而 弗 受 ，,如 果 不 仁 义 而 把 整 个 齐 国 都 给 他 ，
不 义 与 之 齐 国 而 弗 受 ， 人 皆 信 之 ，,如 果 不 仁 义 而 把 整 个 齐 国 都 给 他 ， 人 们 都 相 信 他 ，
不 义 与 之 齐 国 而 弗 受 ， 人 皆 信 之 ， 是 舍 箪 食 豆 羹 之 义 也 。,如 果 不 仁 义 而 把 整 个 齐 国 都 给 他 ， 人 们 都 相 信 他 ， 这 好 象 就 是 舍 弃 一 箪 食 、 一 豆 汤 的 行 为 。
人 皆 信 之 ，,人 们 都 相 信 他 ，
人 皆 信 之 ， 是 舍 箪 食 豆 羹 之 义 也 。,人 们 都 相 信 他 ， 这 好 象 就 是 舍 弃 一 箪 食 、 一 豆 汤 的 行 为 。
是 舍 箪 食 豆 羹 之 义 也 。,这 好 象 就 是 舍 弃 一 箪 食 、 一 豆 汤 的 行 为 。
人 莫 大 焉 亡 亲 戚 、,人 最 大 的 过 错 是 不 要 亲 戚 、
人 莫 大 焉 亡 亲 戚 、 君 臣 、,人 最 大 的 过 错 是 不 要 亲 戚 、 君 臣 、
人 莫 大 焉 亡 亲 戚 、 君 臣 、 上 下 。,人 最 大 的 过 错 是 不 要 亲 戚 、 君 臣 、 上 下 的 关 系 。
君 臣 、,君 臣 、
君 臣 、 上 下 。,君 臣 、 上 下 的 关 系 。
上 下 。,上 下 的 关 系 。
以 其 小 者 信 其 大 者 ，,因 为 小 的 行 为 而 相 信 他 大 的 行 为 ，
以 其 小 者 信 其 大 者 ， 奚 可 哉 ？,因 为 小 的 行 为 而 相 信 他 大 的 行 为 ， 怎 么 能 行 呢 ？
奚 可 哉 ？,怎 么 能 行 呢 ？
桃 应 问 曰 ：,桃 应 问 道 ：
桃 应 问 曰 ： 舜 为 天 子 ，,桃 应 问 道 ： 如 果 舜 做 天 子 ，
桃 应 问 曰 ： 舜 为 天 子 ， 皋 陶 为 士 ，,桃 应 问 道 ： 如 果 舜 做 天 子 ， 皋 陶 执 行 法 律 ，
舜 为 天 子 ，,如 果 舜 做 天 子 ，
舜 为 天 子 ， 皋 陶 为 士 ，,如 果 舜 做 天 子 ， 皋 陶 执 行 法 律 ，
舜 为 天 子 ， 皋 陶 为 士 ， 瞽 瞍 杀 人 ，,如 果 舜 做 天 子 ， 皋 陶 执 行 法 律 ， 要 是 舜 的 父 亲 瞽 瞍 杀 了 人 ，
皋 陶 为 士 ，,皋 陶 执 行 法 律 ，
皋 陶 为 士 ， 瞽 瞍 杀 人 ，,皋 陶 执 行 法 律 ， 要 是 舜 的 父 亲 瞽 瞍 杀 了 人 ，
皋 陶 为 士 ， 瞽 瞍 杀 人 ， 则 如 之 何 ？,皋 陶 执 行 法 律 ， 要 是 舜 的 父 亲 瞽 瞍 杀 了 人 ， 应 该 怎 么 办 ？
瞽 瞍 杀 人 ，,要 是 舜 的 父 亲 瞽 瞍 杀 了 人 ，
瞽 瞍 杀 人 ， 则 如 之 何 ？,要 是 舜 的 父 亲 瞽 瞍 杀 了 人 ， 应 该 怎 么 办 ？
则 如 之 何 ？,应 该 怎 么 办 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 执 之 而 已 矣 。,孟 子 说 ： 逮 捕 他 也 就 是 了 。
执 之 而 已 矣 。,逮 捕 他 也 就 是 了 。
然 则 舜 不 禁 与 ？,那 么 舜 不 禁 止 他 们 吗 ？
曰 ：,孟 子 说 ：
曰 ： 夫 舜 恶 得 而 禁 之 ？,孟 子 说 ： 舜 怎 么 能 让 皋 陶 不 执 行 法 律 呢 ？
夫 舜 恶 得 而 禁 之 ？,舜 怎 么 能 让 皋 陶 不 执 行 法 律 呢 ？
夫 有 所 受 之 也 。,舜 当 国 家 的 天 子 就 要 接 受 这 个 国 家 的 法 律 。
然 则 舜 如 之 何 ？,那 么 舜 该 怎 么 办 呢 ？
曰 ：,孟 子 说 ：
曰 ： 舜 视 弃 天 下 ，,孟 子 说 ： 舜 看 待 天 下 有 如 看 待 穿 破 的 鞋 子 。
曰 ： 舜 视 弃 天 下 ， 窃 负 而 逃 ，,孟 子 说 ： 舜 看 待 天 下 有 如 看 待 穿 破 的 鞋 子 。 他 会 偷 偷 背 着 父 亲 逃 跑 ，
舜 视 弃 天 下 ，,舜 看 待 天 下 有 如 看 待 穿 破 的 鞋 子 。
舜 视 弃 天 下 ， 窃 负 而 逃 ，,舜 看 待 天 下 有 如 看 待 穿 破 的 鞋 子 。 他 会 偷 偷 背 着 父 亲 逃 跑 ，
舜 视 弃 天 下 ， 窃 负 而 逃 ， 遵 海 滨 而 处 ，,舜 看 待 天 下 有 如 看 待 穿 破 的 鞋 子 。 他 会 偷 偷 背 着 父 亲 逃 跑 ， 沿 海 边 住 下 ，
窃 负 而 逃 ，,他 会 偷 偷 背 着 父 亲 逃 跑 ，
窃 负 而 逃 ， 遵 海 滨 而 处 ，,他 会 偷 偷 背 着 父 亲 逃 跑 ， 沿 海 边 住 下 ，
窃 负 而 逃 ， 遵 海 滨 而 处 ， 终 身  然 ，,他 会 偷 偷 背 着 父 亲 逃 跑 ， 沿 海 边 住 下 ， 终 生 高 高 兴 兴 的 ，
遵 海 滨 而 处 ，,沿 海 边 住 下 ，
遵 海 滨 而 处 ， 终 身  然 ，,沿 海 边 住 下 ， 终 生 高 高 兴 兴 的 ，
遵 海 滨 而 处 ， 终 身  然 ， 乐 而 忘 天 下 。,沿 海 边 住 下 ， 终 生 高 高 兴 兴 的 ， 快 乐 得 忘 掉 天 下 。
终 身  然 ，,终 生 高 高 兴 兴 的 ，
终 身  然 ， 乐 而 忘 天 下 。,终 生 高 高 兴 兴 的 ， 快 乐 得 忘 掉 天 下 。
乐 而 忘 天 下 。,快 乐 得 忘 掉 天 下 。
孟 子 自 范 之 齐 ，,孟 子 从 范 邑 到 齐 国 的 国 都 ，
孟 子 自 范 之 齐 ， 望 见 齐 王 之 子 。,孟 子 从 范 邑 到 齐 国 的 国 都 ， 远 远 看 见 齐 王 的 儿 子 ，
望 见 齐 王 之 子 。,远 远 看 见 齐 王 的 儿 子 ，
喟 然 叹 曰 ：,感 叹 地 说 ：
喟 然 叹 曰 ： 居 移 气 ，,感 叹 地 说 ： 辨 别 事 物 能 够 改 变 人 的 气 质 ，
喟 然 叹 曰 ： 居 移 气 ， 养 移 体 ，,感 叹 地 说 ： 辨 别 事 物 能 够 改 变 人 的 气 质 ， 养 尊 处 优 能 够 改 变 人 的 身 体 ，
居 移 气 ，,辨 别 事 物 能 够 改 变 人 的 气 质 ，
居 移 气 ， 养 移 体 ，,辨 别 事 物 能 够 改 变 人 的 气 质 ， 养 尊 处 优 能 够 改 变 人 的 身 体 ，
居 移 气 ， 养 移 体 ， 大 哉 居 乎 ！,辨 别 事 物 能 够 改 变 人 的 气 质 ， 养 尊 处 优 能 够 改 变 人 的 身 体 ， 辨 别 事 物 是 很 重 要 的 啊 ！
养 移 体 ，,养 尊 处 优 能 够 改 变 人 的 身 体 ，
养 移 体 ， 大 哉 居 乎 ！,养 尊 处 优 能 够 改 变 人 的 身 体 ， 辨 别 事 物 是 很 重 要 的 啊 ！
大 哉 居 乎 ！,辨 别 事 物 是 很 重 要 的 啊 ！
夫 非 尽 人 之 子 与 ？,难 道 不 同 样 是 人 的 儿 子 吗 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 王 子 宫 室 、,孟 子 说 ： 王 子 所 住 的 宫 殿 、
孟 子 曰 ： 王 子 宫 室 、 车 马 、,孟 子 说 ： 王 子 所 住 的 宫 殿 、 所 乘 的 车 马 、
王 子 宫 室 、,王 子 所 住 的 宫 殿 、
王 子 宫 室 、 车 马 、,王 子 所 住 的 宫 殿 、 所 乘 的 车 马 、
王 子 宫 室 、 车 马 、 衣 服 多 与 人 同 ，,王 子 所 住 的 宫 殿 、 所 乘 的 车 马 、 所 穿 的 衣 服 大 多 是 与 别 人 相 同 的 ，
车 马 、,所 乘 的 车 马 、
车 马 、 衣 服 多 与 人 同 ，,所 乘 的 车 马 、 所 穿 的 衣 服 大 多 是 与 别 人 相 同 的 ，
车 马 、 衣 服 多 与 人 同 ， 而 王 子 若 彼 者 ，,所 乘 的 车 马 、 所 穿 的 衣 服 大 多 是 与 别 人 相 同 的 ， 而 王 子 却 象 那 样 ，
衣 服 多 与 人 同 ，,所 穿 的 衣 服 大 多 是 与 别 人 相 同 的 ，
衣 服 多 与 人 同 ， 而 王 子 若 彼 者 ，,所 穿 的 衣 服 大 多 是 与 别 人 相 同 的 ， 而 王 子 却 象 那 样 ，
衣 服 多 与 人 同 ， 而 王 子 若 彼 者 ， 其 居 使 之 然 也 ；,所 穿 的 衣 服 大 多 是 与 别 人 相 同 的 ， 而 王 子 却 象 那 样 ， 正 是 辨 别 事 物 使 他 那 样 的 。
而 王 子 若 彼 者 ，,而 王 子 却 象 那 样 ，
而 王 子 若 彼 者 ， 其 居 使 之 然 也 ；,而 王 子 却 象 那 样 ， 正 是 辨 别 事 物 使 他 那 样 的 。
其 居 使 之 然 也 ；,正 是 辨 别 事 物 使 他 那 样 的 。
况 居 天 下 之 广 居 者 乎 ？,何 况 是 能 辨 别 天 下 众 多 可 辨 别 的 东 西 呢 ？
鲁 君 之 宋 ，,鲁 国 国 君 到 宋 国 ，
鲁 君 之 宋 ， 呼 于 垤 泽 之 门 。,鲁 国 国 君 到 宋 国 ， 在 垤 泽 门 大 声 喊 叫 ，
呼 于 垤 泽 之 门 。,在 垤 泽 门 大 声 喊 叫 ，
守 者 曰 ：,守 门 人 说 ：
守 者 曰 ： 此 非 吾 君 也 ，,守 门 人 说 ： 这 并 不 是 我 们 宋 国 的 国 君 ，
